rule,regla,règ,Regel,règle,قاعدة,규칙,правило
run,correr,kouri,laufen,courir,يجري,달리다,бегать
running,correr,kouri,läuft,en cours d'exécution,جري,달리기,бег
rural,rural,riral yo,ländlich,rural,ريفي,시골의,деревенский
rush,correr,prese,eilen,se précipiter,يسرع,서두르다,торопиться
Russian,ruso,Ris,Russisch,russe,الروسية,러시아인,Русский
sacred,sagrado,sakre,heilig,sacré,مقدس,신성한,священный
sad,triste,tris,traurig,triste,حزين,슬퍼,грустный
safe,seguro,san danje,sicher,sûr,آمن,안전한,безопасный
safety,seguridad,sekirite,Sicherheit,sécurité,أمان,안전,безопасность
sake,beneficio,poutèt,willen,saké,من أجل,동기,ради
salad,ensalada,sòs salad,Salat,salade,سلطة,샐러드,салат
salary,salario,salè,Gehalt,salaire,مرتب,샐러리,зарплата
sale,venta,vann,Verkauf,vente,أُوكَازيُون,판매,распродажа
sales,ventas,lavant,Verkäufe,ventes,مبيعات,매상,продажи
salt,sal,sèl,Salz,sel,ملح,소금,соль
same,mismo,menm,Dasselbe,même,نفس,같은,такой же
sample,muestra,echantiyon,Probe,échantillon,عينة,견본,образец
sanction,sanción,sanksyon,Sanktion,sanction,عقوبة,제재,санкция
sand,arena,sab,Sand,sable,رمل,모래,песок
satellite,satélite,satelit,Satellit,Satellite,الأقمار الصناعية,위성,спутник
satisfaction,satisfacción,satisfaksyon,Zufriedenheit,satisfaction,إشباع,만족,удовлетворение
satisfy,satisfacer,satisfè,erfüllen,satisfaire,رضا,풀다,удовлетворить
sauce,salsa,sòs,Soße,sauce,صلصة,소스,соус
save,ahorrar,sove,speichern,sauvegarder,يحفظ,구하다,сохранять
saving,ahorro,ekonomize,sparen,économie,إنقاذ,절약,экономия
say,decir,di,sagen,dire,يقول,말하다,сказать
scale,escala,echèl,Skala,échelle,حجم,규모,шкала
scandal,escándalo,eskandal,Skandal,scandale,فضيحة,스캔들,скандал
scared,asustado,pè,verängstigt,effrayé,مقدس,무서운,испуганный
scenario,guión,senaryo,Szenario,scénario,سيناريو,대본,сценарий
scene,escena,sèn,Szene,scène,مشهد,장면,сцена
schedule,cronograma,orè,Zeitplan,calendrier,جدول,일정,расписание
scheme,esquema,konplo,planen,schème,مخطط,계획,схема
scholar,erudito,savan,Gelehrte,savant,مختص بمجال علمي,학자,ученый
scholarship,beca,bousdetid,Stipendium,bourse,منحة دراسية,장학금,стипендия
school,escuela,lekòl,Schule,école,مدرسة,학교,школа
science,ciencia,Syans,Wissenschaft,science,علوم,과학,наука
scientific,científico,syantifik,wissenschaftlich,scientifique,علمي,과학적,научный
scientist,científico,syantis,Wissenschaftler,scientifique,عالم,과학자,ученый
scope,alcance,dimansyon,Umfang,portée,نِطَاق,범위,объем
score,puntaje,nòt,Punktzahl,score,نتيجة,점수,счет
scream,gritar,rèl,Schrei,crier,تصرخ,비명,крик
screen,pantalla,ekran,Bildschirm,écran,شاشة,화면,экран
script,guion,script,Skript,scénario,النصي,스크립트,сценарий
sea,mar,lanmè,Meer,mer,بحر,바다,море
search,buscar,rechèch,suchen,recherche,يبحث,찾다,поиск
season,estación,sezon,Jahreszeit,saison,موسم,계절,время года
seat,asiento,chèz,Sitz,siège,مقعد,좌석,сиденье
second,segundo,dezyèm,zweite,deuxième,ثانية,두번째,второй
secret,secreto,sekrè,Geheimnis,secrète,سر,비밀,секрет
secretary,secretario,sekretè,Sekretär,secrétaire,سكرتير,비서,секретарь
section,sección,seksyon,Abschnitt,section,قسم,부분,раздел
sector,sector,sektè,Sektor,secteur,قطاع,부문,сектор
secure,seguro,an sekirite,sicher,sécurisé,يؤمن,안전한,безопасный
security,seguridad,sekirite,Sicherheit,sécurité,حماية,보안,безопасность
see,ver,wè,sehen,voir,يرى,보다,видеть
seed,semilla,grenn,Samen,graine,بذرة,씨앗,семя
seek,buscar,chache,suchen,chercher,يطلب,구하다,искать
seem,parecer,sanble,erscheinen,sembler,يبدو,~인 것 같다,казаться
segment,segmento,segman,Segment,segment,شريحة,분절,сегмент
seize,aprovechar,sezi,ergreifen,saisir,حجز اسر يستولى,잡다,захватывать
select,seleccionar,chwazi,wählen,sélectionner,يختار,선택하다,выбирать
selection,selección,seleksyon,Auswahl,sélection,اختيار,선택,выбор
self,ser,pwòp tèt ou,selbst,soi,الذات,본인,себя
sell,vender,vann,verkaufen,vendre,يبيع,팔다,продавать
Senate,Senado,Sena,Senat,Sénat,مجلس الشيوخ,상원,Сенат
senator,senador,senatè,Senator,sénateur,السيناتور,평의원,сенатор
send,enviar,voye,schicken,envoyer,يرسل,보내다,отправлять
senior,sénior,granmoun aje,Senior,senior,كبير,상위,старшая
sense,sentido,sans,Sinn,sens,حاسة,감각,смысл
sensitive,sensible,sansib,empfindlich,sensible,حساس,예민한,чувствительный
sentence,oración,fraz,Satz,phrase,جملة,문장,предложение
separate,separado,separe,separate,séparé,متفرق,분리된,отдельный
sequence,secuencia,sekans,Reihenfolge,séquence,تسلسل,순서,последовательность
series,serie,seri,Serie,série,مسلسل,시리즈,ряд
serious,grave,serye,ernst,sérieux,جاد,심각한,серьезный
seriously,en serio,seryezman,ernsthaft,sérieusement,بجد,진지하게,серьезно
serve,atender,sèvi,Aufschlag,servir,يخدم,제공하다,служить
service,servicio,sèvis,Service,service,خدمة,서비스,услуга
session,sesión,sesyon,Sitzung,session,حصة,세션,сессия
set,colocar,mete,Satz,ensemble,تعيين,세트,набор
setting,configuración,anviwònman,Einstellung,paramètre,جلسة,환경,параметр
settle,asentarse,regle,siedeln,régler,يستقر,해결하다,решить
settlement,asentamiento,règleman,Siedlung,règlement,مستعمرة,합의,урегулирование
seven,Siete,sèt,Sieben,Sept,سبعة,일곱,Семь
several,varios,plizyè,mehrere,plusieurs,عديد,여러 개의,несколько
severe,severo,grav,schwer,grave,شديد,극심한,серьезный
sex,sexo,sèks,Sex,sexe,الجنس,섹스,секс
sexual,sexual,seksyèl,sexuell,sexuel,جنسي,성적,сексуальный
shade,sombra,lonbraj,Schatten,ombre,الظل,그늘,оттенок
shadow,sombra,lonbraj,Schatten,ombre,ظل,그림자,тень
shake,agitar,souke,Shake,secouer,هزة,떨림,трясти
shall,deberá,va,soll,devoir,سوف,~일 것이다,должен
shape,forma,fòm,Form,forme,شكل,모양,форма
share,compartir,pataje,Aktie,partager,يشارك,공유하다,делиться
sharp,afilado,byen file,scharf,pointu,حاد,날카로운,острый
she,ella,li,sie,elle,هي,그녀,она
sheet,hoja,fèy,Blatt,feuille,ملزمة,시트,лист
shelf,estante,etajè,Regal,étagère,رفوف,선반,полка
shell,caparazón,kokiy,Hülse,coquille,صدَفَة,껍데기,оболочка
shelter,refugio,abri,Unterschlupf,abri,مَأوىً,대피소,приют
shift,cambio,chanjman,Schicht,changement,يحول,옮기다,сдвиг
shine,brillar,klere,scheinen,briller,يشرق,빛나는,светить
ship,barco,bato,Schiff,bateau,سفينة,배,корабль
shirt,camisa,chemiz,Hemd,chemise,قميص,셔츠,рубашка
shit,mierda,kaka,Scheisse,merde,القرف,똥,дерьмо
shock,choque,chòk,Schock,choc,صدمة,충격,шок
shoe,zapato,soulye,Schuh,chaussure,حذاء,구두,туфля
shoot,disparar,tire,schießen,tirer,أطلق النار,사격,стрелять
shooting,tiroteo,tire,Schießen,tournage,اطلاق الرصاص,촬영,стрельба
shop,comercio,boutik,Geschäft,boutique,محل,가게,магазин
shopping,compras,fè makèt,Einkaufen,achats,التسوق,쇼핑,Покупка
shore,costa,rivaj,Ufer,rive,شاطئ,지주,берег
short,corto,kout,kurz,court,قصير,짧은,короткий
shortly,dentro de poco,yon ti tan,in Kürze,prochainement,قريبا,곧,вскоре
shot,disparo,tire,Schuss,tir,طلقة,발사,выстрелил
should,debería,ta dwe,sollen,devrait,يجب,~해야 한다,должен
shoulder,hombro,zepòl,Schulter,épaule,كتف,어깨,плечо
shout,gritar,rele byen fò,schreien,crier,يصيح، يصرخ، صيحة,외침,кричать
show,espectáculo,montre,zeigen,montrer,يعرض,보여주다,показывать
shower,ducha,douch,Dusche,douche,دش,샤워,душ
shrug,encogimiento de hombros,leve zèpòl,zucken,hausser les épaules,تتغاضى,어깨를 으쓱하다,пожать плечами
shut,cerrar,fèmen,schließen,fermer,اغلق,닫다,закрыть
sick,enfermo,malad,krank,malade,مريض,아픈,больной
side,lado,bò,Seite,côté,جانب,옆,сторона
sigh,suspiro,soupi,seufzen,soupir,تنهد,한숨을 쉬다,вздох
sight,vista,je,Sicht,vue,رؤية,시력,взгляд
sign,firmar,siyen,Zeichen,signe,لافتة,징후,знак
signal,señal,siyal,Signal,signal,الإشارة,신호,сигнал
significance,significado,siyifikasyon,Bedeutung,importance,دلالة,중요성,значение
significant,significativo,enpòtan,bedeutsam,significatif,بارِز,중요한,значительный
significantly,significativamente,siyifikativman,bedeutend,significativement,بشكل كبير,상당히,существенно
silence,silencio,silans,Schweigen,silence,الصمت,고요,тишина
silent,silencioso,silans,still,silencieux,صامتة,조용한,тихий
silver,plata,ajan,Silber,argent,فضة,은,серебро
similar,similar,menm jan an,ähnlich,similaire,مشابه,비슷한,похожий
similarly,similarmente,menm jan an tou,ähnlich,de la même manière,بصورة مماثلة,비슷하게,сходным образом
simple,simple,senp,einfach,simple,بسيط,단순한,простой
simply,simplemente,Senpleman,einfach,simplement,ببساطة,간단히,просто
sin,pecado,peche,Sünde,péché,خطيئة,죄,грех
since,desde,depi,seit,depuis,منذ,~부터,с
sing,cantar,chante,singen,chanter,يغني,노래하다,петь
singer,cantante,chantè,Sänger,chanteur,مغني,가수,певец
single,soltero,sèl,einzel,célibataire,أعزب,하나의,одинокий
sink,hundir,koule,Waschbecken,couler,حوض,싱크대,раковина
sir,Señor,mesye,Herr,Monsieur,سيد,선생님,сэр
sister,hermana,sè,Schwester,sœur,أخت,자매,сестра
sit,sentarse,chita,sitzen,s'asseoir,يجلس,앉다,сидеть
site,sitio,sit,Website,site,موقع,대지,сайт
situation,situación,sitiyasyon,Situation,situation,الموقف,상황,ситуация
six,seis,sis,sechs,six,ستة,육,шесть
size,tamaño,gwosè,Größe,taille,مقاس,크기,размер
ski,esquí,ski,Ski,ski,تزلج,스키,лыжи
skill,habilidad,konpetans,Fähigkeit,compétence,مهارة,기술,навык
skin,piel,po,Haut,peau,جلد,피부,кожа
sky,cielo,syèl la,Himmel,ciel,سماء,하늘,небо
slave,esclavo,esklav,Sklave,esclave,عبد,노예,раб
sleep,dormir,dòmi,schlafen,dormir,ينام,잠,спать
slice,rebanada,tranch,Scheibe,tranche,شريحة,일부분,кусочек
slide,deslizar,glise,gleiten,glisser,الانزلاق,미끄러지 다,горка
slight,leve,ti tay,leicht,léger,طفيف,근소한,легкий
slightly,levemente,yon ti kras,leicht,légèrement,طفيف,약간,немного
slip,deslizar,glise,Unterhose,glisser,ينزلق,슬립,соскальзывать
slow,lento,ralanti,langsam,lent,بطيء,느린,медленный
slowly,despacio,dousman,langsam,lentement,ببطء,느리게,медленно
small,pequeño,piti,klein,petit,صغير,작은,маленький
smart,elegante,entelijan,schlau,intelligent,ذكي,똑똑한,умный
smell,oler,pran sant,Geruch,odeur,يشم,냄새가 나다,запах
smile,sonrisa,souri,lächeln,sourire,يبتسم,웃다,улыбка
smoke,fumar,lafimen,Rauch,fumée,دخان,연기,курить
smooth,liso,lis,glatt,lisse,سلس,매끄러운,гладкий
snap,quebrar,menen,Schnapp,instantané,فرقعة,스냅,щелчок
snow,nieve,nèj,Schnee,neige,ثلج,눈,снег
so,entonces,konsa,Also,donc,لذا,그래서,так
so-called,así llamado,sa yo rele,sogenannt,soi-disant,ما يسمى,소위,так называемые
soccer,fútbol,foutbòl,Fußball,football,كرة القدم,축구,футбольный
social,social,sosyal,Sozial,sociale,اجتماعي,사회의,Социальное
society,sociedad,sosyete a,Gesellschaft,société,مجتمع,사회,общество
soft,suave,mou,weich,doux,ناعم,부드러운,мягкий
software,software,lojisyèl,Software,logiciel,برمجة,소프트웨어,программное обеспечение
soil,suelo,tè,Boden,sol,تربة,토양,земля
solar,solar,solèy,Solar-,solaire,شمسي,태양의,солнечный
soldier,soldado,sòlda,Soldat,soldat,جندي,군인,солдат
solid,sólido,solid,solide,solide,صلب,단단한,твердый
solution,solución,solisyon,Lösung,solution,حل,해결책,решение
solve,resolver,rezoud,lösen,résoudre,يحل,해결하다,решать
some,alguno,kèk,manche,quelques,بعض,일부,некоторый
somebody,alguien,yon moun,jemand,quelqu'un,شخص ما,어떤 사람,кто-нибудь
somehow,de alguna manera,yon jan kanmenm,irgendwie,d'une manière ou d'une autre,بطريقة ما,어떻게든,как-то
someone,alguien,yon moun,jemand,quelqu'un,شخص ما,누구,кто-то
something,algo,yon bagay,etwas,quelque chose,شئ ما,무엇,что-нибудь
sometimes,a veces,pafwa,Manchmal,parfois,أحيانا,때때로,иногда
somewhat,un poco,yon ti jan,etwas,quelque peu,قليلا,약간,в некотором роде
somewhere,en algún lugar,yon kote,irgendwo,quelque part,مكان ما,어딘가에,где-то
son,hijo,pitit gason,Sohn,fils,ابن,아들,сын
song,canción,chante,Lied,chanson,أغنية,노래,песня
soon,pronto,byento,bald,bientôt,قريباً,곧,скоро
sophisticated,sofisticado,sofistike,anspruchsvoll,sophistiqué,متطور,정교한,сложный
sorry,Lo siento,padon,Entschuldigung,Désolé,آسف,죄송합니다,извини
sort,clasificar,sòt,Sortieren,trier,نوع,종류,Сортировать
soul,alma,nanm,Seele,âme,روح,영혼,душа
sound,sonido,son,Klang,son,صوت,소리,звук
soup,sopa,soup,Suppe,soupe,حساء,국,суп
source,fuente,sous,Quelle,source,مصدر,원천,источник
south,sur,sid,Süd,sud,جنوب,남쪽,юг
southern,del Sur,sid,Süd-,du sud,جنوبي,남부 지방 사투리,южный
Soviet,Soviético,Sovyetik,Sowjetisch,soviétique,السوفييتي,옛 소련,Советский
space,espacio,espas,Raum,espace,فضاء,공간,космос
Spanish,Español,Panyòl,Spanisch,Espagnol,الأسبانية,스페인의,испанский
speak,hablar,pale,sprechen,parler,يتكلم,말하다,говорить
speaker,vocero,oratè,Lautsprecher,conférencier,مكبر الصوت,스피커,оратор
special,especial,espesyal,besonders,spécial,خاص,특별한,особенный
specialist,especialista,espesyalis,Spezialist,spécialiste,متخصص,전문가,специалист
species,especies,espès yo,Spezies,espèces,صِنف,종,разновидность
specific,específico,espesifik,Spezifisch,spécifique,محدد,특정한,специфический
specifically,específicamente,espesyalman,speziell,spécifiquement,خاصة,구체적으로,конкретно
speech,discurso,diskou,Rede,discours,خطاب,연설,речь
speed,velocidad,vitès,Geschwindigkeit,vitesse,سرعة,속도,скорость
spend,gastar,depanse,ausgeben,dépenser,ينفق,경비,тратить
spending,gasto,depans,Ausgaben,dépenses,الإنفاق,지출,расходы
spin,girar,vire,drehen,rotation,يلف,회전,вращаться
spirit,espíritu,lespri,Geist,esprit,روح,영혼,дух
spiritual,espiritual,espirityèl,spirituell,spirituel,روحي,영적인,духовный
split,dividir,fann,Teilt,diviser,ينقسم,나뉘다,расколоть
spokesman,portavoz,pòtpawòl,Sprecher,porte-parole,المتحدث باسم,대변인,представитель
sport,deporte,espò,Sport,sport,رياضة,스포츠,спорт
spot,lugar,plas,Stelle,place,بقعة,점,место
spread,desparramar,gaye,verbreiten,propagé,الانتشار,확산,распространение
spring,primavera,prentan,Frühling,printemps,ربيع,봄,весна
square,cuadrado,kare,Quadrat,carré,مربع,정사각형,квадрат
squeeze,estrujar,peze,quetschen,presser,يعصر,짜내다,сжимать
stability,estabilidad,estabilite,Stabilität,la stabilité,استقرار,안정,стабильность
stable,estable,ki estab,stabil,écurie,مستقر,안정적인,стабильный
staff,personal,anplwaye yo,Personal,personnel,طاقم عمل,직원,персонал
stage,escenario,etap,Bühne,scène,منصة,단계,этап
stair,escalera,eskalye,Treppe,escalier,سلم,계단,лестница
stake,apostar,poto,Einsatz,miser,حصة,말뚝,ставка
stand,pararse,kanpe,Stand,rester,يقف,서다,стоять
standard,estándar,estanda,Standard,standard,معيار,기준,стандартный
standing,de pie,kanpe,Stehen,debout,واقفاً,서 있는,стоя
star,estrella,zetwal,Stern,étoile,نجمة,별,звезда
stare,mirar fijamente,fikse,starren,regard,التحديق,응시,глазеть
start,comenzar,kòmanse,Start,commencer,يبدأ,시작,начинать
state,estado,eta,Zustand,État,ولاية,상태,состояние
statement,declaración,deklarasyon,Stellungnahme,déclaration,إفادة,성명,заявление
station,estación,estasyon,Bahnhof,gare,محطة,역,станция
statistics,Estadísticas,estatistik,Statistiken,statistiques,إحصائيات,통계,статистика
status,estado,estati,Status,statut,حالة,상태,положение дел
stay,permanecer,rete,bleiben,rester,يقضي,머무르다,оставаться
steady,estable,fiks,stetig,constant,ثابت,꾸준한,устойчивый
steal,robar,vòlè,stehlen,voler,يسرق,훔치다,воровать
steel,acero,asye,Stahl,acier,فُولاَذ,강철,сталь
step,paso,etap,Schritt,étape,خطوة,단계,шаг
stick,palo,baton,Stock,bâton,يلزق,막대,палка
still,aún,toujou,Trotzdem,toujours,ما زال,아직,все еще
stir,remover,brase,Aufsehen,remuer,اثارة,젓다,помешивать
stock,existencias,stock,Aktie,action,مخزون,재고,запас
stomach,estómago,lestomak,Magen,estomac,معدة,위,желудок
stone,piedra,wòch,Stein,pierre,حجر,결석,камень
stop,detener,sispann,stoppen,arrêt,قف,멈추다,останавливаться
storage,almacenamiento,depo,Lagerung,stockage,تخزين,저장,хранилище
store,almacenar,magazen,speichern,magasin,محل,가게,магазин
storm,tormenta,tanpèt,Sturm,tempête,عاصفة,폭풍,буря
story,historia,istwa,Geschichte,histoire,قصة,이야기,история
straight,derecho,dwat,gerade,droit,مستقيم,똑바로,прямой
strange,extraño,etranj,seltsam,étrange,غريب,이상한,странный
stranger,extraño,etranje,Fremder,étranger,شخص غريب,낯선 사람,незнакомец
strategic,estratégico,estratejik,strategisch,stratégique,استراتيجي,전략적,стратегический
strategy,estrategia,estrateji,Strategie,stratégie,إستراتيجية,전략,стратегия
stream,arroyo,kouran,Strom,flux,تدفق,개울,транслировать
street,calle,lari,Straße,rue,شارع,거리,улица
strength,fortaleza,fòs,Stärke,force,قوة,힘,сила
strengthen,fortalecer,ranfòse,stärken,renforcer,تعزيز - يقوي,강하게 하다,укреплять
stress,estrés,estrès,Stress,stresser,ضغط,스트레스,стресс
stretch,estirar,detire,strecken,extensible,تمتد,뻗기,потягиваться
strike,huelga,grèv,schlagen,grève,يضرب,스트라이크,ударять
string,cadena,fisèl,Zeichenfolge,chaîne,خيط,끈,нить
strip,banda,retire rad sou ou,Streifen,bande,يجرد,조각,полоска
stroke,ataque,konjesyon serebral,Schlaganfall,accident vasculaire cérébral,سكتة دماغية,뇌졸중,гладить
strong,fuerte,fò,stark,fort,قوي,강한,сильный
strongly,fuertemente,fòtman,stark,fortement,بقوة,강하게,сильно
structure,estructura,estrikti,Struktur,structure,بناء,구조,состав
struggle,lucha,lite,Kampf,lutte,كفاح,고심하다,борьба
student,alumno,etidyan,Student,étudiant,طالب,학생,студент
studio,estudio,estidyo,Studio,studio,studio,사진관,студия
study,estudiar,etid,Studie,étude,يذاكر,공부하다,изучать
stuff,cosa,bagay,Sachen,truc,أشياء,물건,вещи
stupid,estúpido,estipid,dumm,stupide,غبي,멍청한,глупый
style,estilo,style,Stil,style,أسلوب,스타일,стиль
subject,sujeto,sijè,Thema,sujet,موضوع,주제,предмет
submit,entregar,soumèt,einreichen,soumettre,يُقدِّم,제출하다,представлять на рассмотрение
subsequent,subsecuente,ki vin apre,anschließend,subséquent,تالي,후속,последующий
substance,sustancia,sibstans,Substanz,substance,مادة,물질,вещество
substantial,sustancial,sibstansyèl,erheblich,substantiel,جوهري,상당한,существенный
succeed,tener éxito,reyisi,gelingen,réussir,ينجح,성공하다,преуспевать
success,éxito,siksè,Erfolg,succès,نجاح,성공,успех
successful,exitoso,siksè,erfolgreich,réussi,ناجح,성공적인,успешный
successfully,exitosamente,avèk siksè,erfolgreich,avec succès,بنجاح,성공적으로,успешно
such,semejante,sa yo,solch,tel,هذه,그런,такой
sudden,repentino,toudenkou,plötzlich,soudain,مفاجئ,갑자기,внезапный
suddenly,de repente,toudenkou,plötzlich,soudainement,فجأة,갑자기,внезапно
sue,demandar,lajistis,verklagen,poursuivre en justice,قاضى,고소하다,Сью
suffer,sufrir,soufri,leiden,souffrir,يعاني,시달리다,страдать
sufficient,suficiente,ase,ausreichend,suffisant,كافٍ,충분한,достаточный
sugar,azúcar,sik,Zucker,sucre,سكر,설탕,сахар
suggest,sugerir,sijere,vorschlagen,suggérer,يقترح,제안하다,предлагать
suggestion,sugerencia,sijesyon,Anregung,suggestion,اقتراح,제안,предположение
suicide,suicidio,swisid,Selbstmord,suicide,انتحار,자살,самоубийство
suit,traje,kostim,Anzug,costume,بدلة,정장,подходить
summer,verano,ete,Sommer,été,صيف,여름,лето
summit,cumbre,somè,Gipfel,sommet,قمة,정상 회담,саммит
sun,sol,solèy,Sonne,soleil,شمس,해,солнце
super,súper,super,super,super,ممتاز,감독자,супер
supply,suministrar,rezèv,liefern,fournir,إمداد,공급,поставлять
support,apoyo,sipò,Unterstützung,soutien,يدعم,지원하다,поддерживать
supporter,seguidor,sipòtè,Fan,Supporter,مؤيد، مشجع، داعم,서포터,сторонник
suppose,suponer,sipoze,vermuten,supposer,يفترض,가정하다,предполагать
supposed,supuesto,sipoze,angeblich,censé,مفترض,추정된,предполагаемый
Supreme,Supremo,Siprèm,Höchste,Suprême,أعلى فائق,슈프림,Верховный
sure,seguro,asire w,Sicher,bien sûr,بالتأكيد,확신하는,конечно
surely,seguramente,siman,sicherlich,sûrement,بالتاكيد,확실히,конечно
surface,superficie,sifas,Oberfläche,surface,سطح,표면,поверхность
surgery,cirugía,operasyon,Operation,chirurgie,جراحة,수술,операция
surprise,sorpresa,sipriz,Überraschung,surprendre,مفاجأة,놀라다,сюрприз
surprised,sorprendido,sezi,überrascht,surpris,متفاجئ,놀란,удивлен
surprising,sorprendente,etone,überraschend,surprenant,مفاجئ,놀라운,удивительно
surprisingly,asombrosamente,etonan,überraschenderweise,étonnamment,بشكل مدهش,놀랍게도,как ни странно
surround,rodear,antoure,umgeben,entourer,تحيط,둘러 싸다,окружать
survey,encuesta,sondaj,Umfrage,enquête,استطلاع,조사,опрос
survival,supervivencia,siviv,Überleben,survie,نجاة,활착,выживание
survive,sobrevivir,siviv,überleben,survivre,ينجو,생존하다,выживать
survivor,sobreviviente,sivivan,Überlebende,survivant,الناجي,살아남은 사람,выживший
suspect,sospechar,sispèk,verdächtig,suspect,يشتبه,의심하다,подозревать
sustain,sostener,soutni,aufrechterhalten,soutenir,حَافَظ على,지속시키다,поддерживать
swear,jurar,fè sèman,schwören,jurer,يُقسم,욕을 하다,ругаться
sweep,barrer,bale,fegen,balayer,مسح,스위프,мести
sweet,dulce,dous,süß,doux,حلو,달콤한,сладкий
swim,nadar,naje,schwimmen,nager,السباحة,수영,плавать
swing,balancearse,balanse,schwingen,balançoire,يتأرجح,그네,качать
switch,cambiar,chanje,schalten,changer,يُحوّل,스위치,выключатель
symbol,símbolo,senbòl,Symbol,symbole,رمز,상징,символ
symptom,síntoma,sentòm,Symptom,symptôme,علامة مرض,징후,симптом
system,sistema,sistèm,System,système,نظام,체계,система
table,mesa,tab,Tisch,tableau,طاولة,테이블,стол
tablespoon,cucharada,gwo kiyè,Esslöffel,cuillerée à soupe,ملعقة طعام,큰 스푼,столовая ложка
tactic,táctica,taktik,Taktik,tactique,تكتيك,술책,тактика
tail,cola,ke,Schwanz,queue,ذيل,꼬리,хвост
take,llevar,pran,nehmen,prendre,يأخذ,가져가다,брать
tale,cuento,istwa,Geschichte,conte,حكاية,이야기,сказка
talent,talento,talan,Talent,Talent,المواهب,재능,талант
talk,hablar,pale,sprechen,parler,يتحدث,말하다,разговаривать
tall,alto,wo,groß,grand,طويل,키가 큰,высокий
tank,tanque,tank,Panzer,réservoir,خزان,탱크,бак
tap,grifo,tiyo,klopfen,robinet,مقبض,수도꼭지,кран
tape,cinta,kasèt,Band,ruban adhésif,الشريط,줄자,лента
target,objetivo,sib,Ziel,cible,هدف,표적,цель
task,tarea,travay,Aufgabe,tâche,مهمة,일,задача
taste,gusto,gou,schmecken,goût,ذوق,맛,вкус
tax,impuesto,taks,Steuer,impôt,ضريبة,세,налог
taxpayer,contribuyente,kontribyab,Steuerzahler,contribuable,دافعي الضرائب,납세자,налогоплательщик
tea,té,te,Tee,thé,شاي,차,чай
teach,enseñar,anseye,unterrichten,enseigner,يعلم,가르치다,учат
teacher,maestro,pwofesè,Lehrer,professeur,مدرس,선생님,учитель
teaching,enseñando,ansèyman,Lehren,enseignement,تعليم,가르치는,преподавание
team,equipo,ekip,Team,équipe,فريق,팀,команда
tear,lágrima,dechire,Träne,larme,يٌقطِّع,눈물,рвать
teaspoon,cucharilla,ti kiyè,Teelöffel,cuillère à café,ملعقة صغيرة,티스푼,чайная ложка
technical,técnico,teknik,technisch,technique,اِصطِلاحِيّ,인위적인,технический
technique,técnica,teknik,Technik,technique,تقنية,기술,техника
technology,tecnología,teknoloji,Technologie,technologie,تكنولوجيا,기술,технологии
teen,adolescente,adolesan,Teenager,l'adolescence,في سن المراهقة,비탄,подросток
teenager,adolescente,adolesan,Teenager,adolescent,مراهقة,십대,подросток
telephone,teléfono,telefòn,Telefon,Téléphone,هاتف,전화,телефон
telescope,telescopio,teleskòp,Fernrohr,télescope,تلسكوب,망원경,телескоп
television,televisión,televizyon,Fernsehen,télévision,التلفاز,텔레비전,телевидение
tell,decir,di,erzählen,dire,يخبر,말하다,рассказывать
temperature,temperatura,tanperati,Temperatur,température,درجة حرارة,온도,температура
temporary,temporario,tanporè,vorübergehend,temporaire,مؤقت,일시적인,временный
ten,diez,dis,zehn,dix,عشرة,십,десять
tend,tender,gen tandans,neigen,tendre,ينزع,추세,иметь тенденцию
tendency,tendencia,tandans,Tendenz,tendance,نزعة,성향,тенденция
tennis,tenis,tenis,Tennis,tennis,تنس,테니스,большой теннис
tension,tensión,tansyon,Spannung,tension,توتر,긴장,напряжение
tent,carpa,tant,Zelt,tente,خيمة,텐트,палатка
term,término,tèm,Begriff,terme,شرط,용어,срок
terms,términos,tèm,Bedingungen,termes,شروط,자귀,условия
terrible,horrible,terib,schrecklich,terrible,رهيب,끔찍한,ужасный
territory,territorio,teritwa,Gebiet,territoire,إِقلِيم,지역,территория
terror,terror,laterè,Terror,la terreur,الرعب,공포,террор
terrorism,terrorismo,teworis,Terrorismus,terrorisme,إرهاب,테러,терроризм
terrorist,terrorista,teworis,Terrorist,terroriste,ارهابي,테러리스트,террорист
test,prueba,tès,prüfen,test,امتحان,시험,тест
testify,testificar,temwaye,bezeugen,témoigner,يشهد,증언하다,свидетельствовать
testimony,testimonio,temwayaj,Zeugnis,témoignage,شهادة,고백,показания
testing,pruebas,tès,testen,essai,اختبارات,테스트,тестирование
text,texto,tèks,Text,texte,نص,텍스트,текст
than,que,pase,als,que,من,~보다,чем
thank,agradecer,mèsi,Dank,remercier,شكر,감사하다,благодарить
thanks,gracias,mèsi,Danke,merci,شكرًا,감사해요,Спасибо
that,eso,sa,Das,que,الذي - التي,저것,что
the,el,la,Die,le,ال,그만큼,тот
theater,teatro,teyat,Theater,théâtre,مسرح,극장,театр
their,su,yo,ihre,leur,هُم,그들의,их
them,a ellos,yo,ihnen,eux,هم,그들을,их
theme,tema,tèm,Thema,thème,سمة,주제,тема
themselves,ellos mismos,tèt yo,sich,eux-mêmes,أنفسهم,그들 자신,сами себя
then,entonces,lè sa a,Dann,alors,ثم,그 다음에,затем
theory,teoría,teyori,Theorie,théorie,نظرية,이론,теория
therapy,terapia,terapi,Therapie,thérapie,مُعَالَجَة,요법,терапия
there,allá,la,Dort,là,هناك,거기,там
