rope,soga,kòd,Seil,corde,habl,lopeu,verevka
rose,rosa,woz,Rose,rose,warda,jangmi,Roza
rough,bruto,ki graj,rauh,rugueux,khashn,geochin,grubyy
roughly,apenas,apeprè,grob,à peu près,biqaswa,daechung,grubo
round,redondo,wonn,runden,rond,dayiri,dung-geun,kruglyy
route,ruta,wout,Route,itinéraire,tariq,noseon,marshrut
routine,rutina,woutin,Routine,routine,namat,lutin,rutina
row,fila,ranje,Reihe,rangée,saf,yeol,ryad
rub,frotar,fwote,reiben,frotter,farak,jang-ae,natirat'
rule,regla,règ,Regel,règle,qaeida,gyuchig,pravilo
run,correr,kouri,laufen,courir,yajri,dallida,begat'
running,correr,kouri,läuft,en cours d'exécution,jari,dalligi,beg
rural,rural,riral yo,ländlich,rural,rifi,sigol-ui,derevenskiy
rush,correr,prese,eilen,se précipiter,yusrie,seoduleuda,toropit'sya
Russian,ruso,Ris,Russisch,russe,alruwsia,leosiain,Russkiy
sacred,sagrado,sakre,heilig,sacré,muqadas,sinseonghan,svyashchennyy
sad,triste,tris,traurig,triste,hazin,seulpeo,grustnyy
safe,seguro,san danje,sicher,sûr,amin,anjeonhan,bezopasnyy
safety,seguridad,sekirite,Sicherheit,sécurité,aman,anjeon,bezopasnost'
sake,beneficio,poutèt,willen,saké,min 'ajl,dong-gi,radi
salad,ensalada,sòs salad,Salat,salade,sulta,saelleodeu,salat
salary,salario,salè,Gehalt,salaire,muratab,saelleoli,zarplata
sale,venta,vann,Verkauf,vente,uwkazyun,panmae,rasprodazha
sales,ventas,lavant,Verkäufe,ventes,mabieat,maesang,prodazhi
salt,sal,sèl,Salz,sel,milh,sogeum,sol'
same,mismo,menm,Dasselbe,même,nafs,gat-eun,takoy zhe
sample,muestra,echantiyon,Probe,échantillon,eayina,gyeonbon,obrazets
sanction,sanción,sanksyon,Sanktion,sanction,euquba,jejae,sanktsiya
sand,arena,sab,Sand,sable,ramil,molae,pesok
satellite,satélite,satelit,Satellit,Satellite,al'aqmar alsinaeia,wiseong,sputnik
satisfaction,satisfacción,satisfaksyon,Zufriedenheit,satisfaction,iishbae,manjog,udovletvoreniye
satisfy,satisfacer,satisfè,erfüllen,satisfaire,ridan,pulda,udovletvorit'
sauce,salsa,sòs,Soße,sauce,salsa,soseu,sous
save,ahorrar,sove,speichern,sauvegarder,yahfaz,guhada,sokhranyat'
saving,ahorro,ekonomize,sparen,économie,iinqadh,jeol-yag,ekonomiya
say,decir,di,sagen,dire,yaqul,malhada,skazat'
scale,escala,echèl,Skala,échelle,hajm,gyumo,shkala
scandal,escándalo,eskandal,Skandal,scandale,fadiha,seukaendeul,skandal
scared,asustado,pè,verängstigt,effrayé,muqadas,museoun,ispugannyy
scenario,guión,senaryo,Szenario,scénario,synaryw,daebon,stsenariy
scene,escena,sèn,Szene,scène,mashhad,jangmyeon,stsena
schedule,cronograma,orè,Zeitplan,calendrier,jadwal,iljeong,raspisaniye
scheme,esquema,konplo,planen,schème,mukhatat,gyehoeg,skhema
scholar,erudito,savan,Gelehrte,savant,mukhtasun bimajal eilmiin,hagja,uchenyy
scholarship,beca,bousdetid,Stipendium,bourse,minhat dirasia,janghaggeum,stipendiya
school,escuela,lekòl,Schule,école,madrasa,haggyo,shkola
science,ciencia,Syans,Wissenschaft,science,eulum,gwahag,nauka
scientific,científico,syantifik,wissenschaftlich,scientifique,eilmi,gwahagjeog,nauchnyy
scientist,científico,syantis,Wissenschaftler,scientifique,ealam,gwahagja,uchenyy
scope,alcance,dimansyon,Umfang,portée,nitaq,beom-wi,"ob""yem"
score,puntaje,nòt,Punktzahl,score,natijatan,jeomsu,schet
scream,gritar,rèl,Schrei,crier,tasrukh,bimyeong,krik
screen,pantalla,ekran,Bildschirm,écran,shasha,hwamyeon,ekran
script,guion,script,Skript,scénario,alnasiyu,seukeulibteu,stsenariy
sea,mar,lanmè,Meer,mer,bahr,bada,more
search,buscar,rechèch,suchen,recherche,yabhath,chajda,poisk
season,estación,sezon,Jahreszeit,saison,mawsim,gyejeol,vremya goda
seat,asiento,chèz,Sitz,siège,maqead,jwaseog,siden'ye
second,segundo,dezyèm,zweite,deuxième,thania,dubeonjjae,vtoroy
secret,secreto,sekrè,Geheimnis,secrète,sirun,bimil,sekret
secretary,secretario,sekretè,Sekretär,secrétaire,sikiritir,biseo,sekretar'
section,sección,seksyon,Abschnitt,section,qism,bubun,razdel
sector,sector,sektè,Sektor,secteur,qitae,bumun,sektor
secure,seguro,an sekirite,sicher,sécurisé,yumin,anjeonhan,bezopasnyy
security,seguridad,sekirite,Sicherheit,sécurité,himaya,boan,bezopasnost'
see,ver,wè,sehen,voir,yaraa,boda,videt'
seed,semilla,grenn,Samen,graine,bidhara,ssias,semya
seek,buscar,chache,suchen,chercher,yatlub,guhada,iskat'
seem,parecer,sanble,erscheinen,sembler,yabdu,~in geos gatda,kazat'sya
segment,segmento,segman,Segment,segment,shariha,bunjeol,segment
seize,aprovechar,sezi,ergreifen,saisir,hajz asir yastawlaa,jabda,zakhvatyvat'
select,seleccionar,chwazi,wählen,sélectionner,yakhtar,seontaeghada,vybirat'
selection,selección,seleksyon,Auswahl,sélection,aikhtiar,seontaeg,vybor
self,ser,pwòp tèt ou,selbst,soi,aldhaat,bon-in,sebya
sell,vender,vann,verkaufen,vendre,yabie,palda,prodavat'
Senate,Senado,Sena,Senat,Sénat,majlis alshuyukh,sang-won,Senat
senator,senador,senatè,Senator,sénateur,alsiynatur,pyeong-uiwon,senator
send,enviar,voye,schicken,envoyer,yursil,bonaeda,otpravlyat'
senior,sénior,granmoun aje,Senior,senior,kabir,sang-wi,starshaya
sense,sentido,sans,Sinn,sens,hasatan,gamgag,smysl
sensitive,sensible,sansib,empfindlich,sensible,hasaas,yeminhan,chuvstvitel'nyy
sentence,oración,fraz,Satz,phrase,jumla,munjang,predlozheniye
separate,separado,separe,separate,séparé,mutafariq,bunlidoen,otdel'nyy
sequence,secuencia,sekans,Reihenfolge,séquence,tasalsul,sunseo,posledovatel'nost'
series,serie,seri,Serie,série,musalsal,silijeu,ryad
serious,grave,serye,ernst,sérieux,jad,simgaghan,ser'yeznyy
seriously,en serio,seryezman,ernsthaft,sérieusement,bijid,jinjihage,ser'yezno
serve,atender,sèvi,Aufschlag,servir,yakhdam,jegonghada,sluzhit'
service,servicio,sèvis,Service,service,khidma,seobiseu,usluga
session,sesión,sesyon,Sitzung,session,hisa,sesyeon,sessiya
set,colocar,mete,Satz,ensemble,taeyin,seteu,nabor
setting,configuración,anviwònman,Einstellung,paramètre,jalsa,hwangyeong,parametr
settle,asentarse,regle,siedeln,régler,yastaqiru,haegyeolhada,reshit'
settlement,asentamiento,règleman,Siedlung,règlement,mustaemara,hab-ui,uregulirovaniye
seven,Siete,sèt,Sieben,Sept,sabea,ilgob,Sem'
several,varios,plizyè,mehrere,plusieurs,eadid,yeoleo gaeui,neskol'ko
severe,severo,grav,schwer,grave,shadid,geugsimhan,ser'yeznyy
sex,sexo,sèks,Sex,sexe,aljins,segseu,seks
sexual,sexual,seksyèl,sexuell,sexuel,jinsiun,seongjeog,seksual'nyy
shade,sombra,lonbraj,Schatten,ombre,alzali,geuneul,ottenok
shadow,sombra,lonbraj,Schatten,ombre,zala,geulimja,ten'
shake,agitar,souke,Shake,secouer,hiza,tteollim,tryasti
shall,deberá,va,soll,devoir,sawf,~il geos-ida,dolzhen
shape,forma,fòm,Form,forme,shakal,moyang,forma
share,compartir,pataje,Aktie,partager,yusharik,gong-yuhada,delit'sya
sharp,afilado,byen file,scharf,pointu,hada,nalkaloun,ostryy
she,ella,li,sie,elle,hi,geunyeo,ona
sheet,hoja,fèy,Blatt,feuille,mulzama,siteu,list
shelf,estante,etajè,Regal,étagère,rufuf,seonban,polka
shell,caparazón,kokiy,Hülse,coquille,sdafa,kkeobdegi,obolochka
shelter,refugio,abri,Unterschlupf,abri,mawa,daepiso,priyut
shift,cambio,chanjman,Schicht,changement,yahawl,olmgida,sdvig
shine,brillar,klere,scheinen,briller,yushraq,bichnaneun,svetit'
ship,barco,bato,Schiff,bateau,safina,bae,korabl'
shirt,camisa,chemiz,Hemd,chemise,qamis,syeocheu,rubashka
shit,mierda,kaka,Scheisse,merde,alqarf,ttong,der'mo
shock,choque,chòk,Schock,choc,sadma,chung-gyeog,shok
shoe,zapato,soulye,Schuh,chaussure,hidha',gudu,tuflya
shoot,disparar,tire,schießen,tirer,atlaq alnaar,sagyeog,strelyat'
shooting,tiroteo,tire,Schießen,tournage,aitlaq alrasas,chwal-yeong,strel'ba
shop,comercio,boutik,Geschäft,boutique,mahala,gage,magazin
shopping,compras,fè makèt,Einkaufen,achats,altasawuq,syoping,Pokupka
shore,costa,rivaj,Ufer,rive,shati,jiju,bereg
short,corto,kout,kurz,court,qasir,jjalb-eun,korotkiy
shortly,dentro de poco,yon ti tan,in Kürze,prochainement,qariban,god,vskore
shot,disparo,tire,Schuss,tir,talaqa,balsa,vystrelil
should,debería,ta dwe,sollen,devrait,yajib,~haeya handa,dolzhen
shoulder,hombro,zepòl,Schulter,épaule,kataf,eokkae,plecho
shout,gritar,rele byen fò,schreien,crier,"yasihu, yasrukhu, sayhatan",oechim,krichat'
show,espectáculo,montre,zeigen,montrer,yuerid,boyeojuda,pokazyvat'
shower,ducha,douch,Dusche,douche,dush,syawo,dush
shrug,encogimiento de hombros,leve zèpòl,zucken,hausser les épaules,tataghadaa,eokkaeleul eusseughada,pozhat' plechami
shut,cerrar,fèmen,schließen,fermer,aghlaq,dadda,zakryt'
sick,enfermo,malad,krank,malade,marid,apeun,bol'noy
side,lado,bò,Seite,côté,janib,yeop,storona
sigh,suspiro,soupi,seufzen,soupir,tanahad,hansum-eul swida,vzdokh
sight,vista,je,Sicht,vue,ruya,silyeog,vzglyad
sign,firmar,siyen,Zeichen,signe,lafita,jinghu,znak
signal,señal,siyal,Signal,signal,al'iishara,sinho,signal
significance,significado,siyifikasyon,Bedeutung,importance,dalala,jung-yoseong,znacheniye
significant,significativo,enpòtan,bedeutsam,significatif,bariz,jung-yohan,znachitel'nyy
significantly,significativamente,siyifikativman,bedeutend,significativement,bishakl kabir,sangdanghi,sushchestvenno
silence,silencio,silans,Schweigen,silence,alsamt,goyo,tishina
silent,silencioso,silans,still,silencieux,samita,joyonghan,tikhiy
silver,plata,ajan,Silber,argent,fiddtan,eun,serebro
similar,similar,menm jan an,ähnlich,similaire,mushabih,biseushan,pokhozhiy
similarly,similarmente,menm jan an tou,ähnlich,de la même manière,bisurat mumathila,biseushage,skhodnym obrazom
simple,simple,senp,einfach,simple,basit,dansunhan,prostoy
simply,simplemente,Senpleman,einfach,simplement,bibasata,gandanhi,prosto
sin,pecado,peche,Sünde,péché,khatiya,joe,grekh
since,desde,depi,seit,depuis,mundh,~buteo,s
sing,cantar,chante,singen,chanter,yughani,nolaehada,pet'
singer,cantante,chantè,Sänger,chanteur,mughaniy,gasu,pevets
single,soltero,sèl,einzel,célibataire,aeazib,hanaui,odinokiy
sink,hundir,koule,Waschbecken,couler,hawd,singkeudae,rakovina
sir,Señor,mesye,Herr,Monsieur,syid,seonsaengnim,ser
sister,hermana,sè,Schwester,sœur,ukht,jamae,sestra
sit,sentarse,chita,sitzen,s'asseoir,yajlis,anjda,sidet'
site,sitio,sit,Website,site,mawqie,daeji,sayt
situation,situación,sitiyasyon,Situation,situation,almawqif,sanghwang,situatsiya
six,seis,sis,sechs,six,sita,yug,shest'
size,tamaño,gwosè,Größe,taille,maqas,keugi,razmer
ski,esquí,ski,Ski,ski,tazalaj,seuki,lyzhi
skill,habilidad,konpetans,Fähigkeit,compétence,mahara,gisul,navyk
skin,piel,po,Haut,peau,jalad,pibu,kozha
sky,cielo,syèl la,Himmel,ciel,sama',haneul,nebo
slave,esclavo,esklav,Sklave,esclave,eabd,noye,rab
sleep,dormir,dòmi,schlafen,dormir,yanam,jam,spat'
slice,rebanada,tranch,Scheibe,tranche,shariha,ilbubun,kusochek
slide,deslizar,glise,gleiten,glisser,alianzilaq,mikkeuleoji da,gorka
slight,leve,ti tay,leicht,léger,tafif,geunsohan,legkiy
slightly,levemente,yon ti kras,leicht,légèrement,tafif,yaggan,nemnogo
slip,deslizar,glise,Unterhose,glisser,yanzaliq,seullib,soskal'zyvat'
slow,lento,ralanti,langsam,lent,bati',neulin,medlennyy
slowly,despacio,dousman,langsam,lentement,bibut',neulige,medlenno
small,pequeño,piti,klein,petit,saghir,jag-eun,malen'kiy
smart,elegante,entelijan,schlau,intelligent,dhakiun,ttogttoghan,umnyy
smell,oler,pran sant,Geruch,odeur,yashumu,naemsaega nada,zapakh
smile,sonrisa,souri,lächeln,sourire,yabtasim,usda,ulybka
smoke,fumar,lafimen,Rauch,fumée,dukhan,yeongi,kurit'
smooth,liso,lis,glatt,lisse,sulis,maekkeuleoun,gladkiy
snap,quebrar,menen,Schnapp,instantané,farqaea,seunaeb,shchelchok
snow,nieve,nèj,Schnee,neige,thalj,nun,sneg
so,entonces,konsa,Also,donc,lidha,geulaeseo,tak
so-called,así llamado,sa yo rele,sogenannt,soi-disant,ma yusamaa,sowi,tak nazyvayemyye
soccer,fútbol,foutbòl,Fußball,football,kurat alqadam,chuggu,futbol'nyy
social,social,sosyal,Sozial,sociale,ajtimaeiun,sahoeui,Sotsial'noye
society,sociedad,sosyete a,Gesellschaft,société,mujtamae,sahoe,obshchestvo
soft,suave,mou,weich,doux,naeim,budeuleoun,myagkiy
software,software,lojisyèl,Software,logiciel,barmaja,sopeuteuweeo,programmnoye obespecheniye
soil,suelo,tè,Boden,sol,turba,toyang,zemlya
solar,solar,solèy,Solar-,solaire,shamsi,taeyang-ui,solnechnyy
soldier,soldado,sòlda,Soldat,soldat,jundiun,gun-in,soldat
solid,sólido,solid,solide,solide,sulb,dandanhan,tverdyy
solution,solución,solisyon,Lösung,solution,hala,haegyeolchaeg,resheniye
solve,resolver,rezoud,lösen,résoudre,yahilu,haegyeolhada,reshat'
some,alguno,kèk,manche,quelques,baed,ilbu,nekotoryy
somebody,alguien,yon moun,jemand,quelqu'un,shakhs ma,eotteon salam,kto-nibud'
somehow,de alguna manera,yon jan kanmenm,irgendwie,d'une manière ou d'une autre,bitariqat ma,eotteohgedeun,kak-to
someone,alguien,yon moun,jemand,quelqu'un,shakhs ma,nugu,kto-to
something,algo,yon bagay,etwas,quelque chose,shi ma,mueos,chto-nibud'
sometimes,a veces,pafwa,Manchmal,parfois,ahyanan,ttaettaelo,inogda
somewhat,un poco,yon ti jan,etwas,quelque peu,qalilan,yaggan,v nekotorom rode
somewhere,en algún lugar,yon kote,irgendwo,quelque part,makan ma,eodinga-e,gde-to
son,hijo,pitit gason,Sohn,fils,abn,adeul,syn
song,canción,chante,Lied,chanson,ughnia,nolae,pesnya
soon,pronto,byento,bald,bientôt,qrybaan,god,skoro
sophisticated,sofisticado,sofistike,anspruchsvoll,sophistiqué,mutatawir,jeong-gyohan,slozhnyy
sorry,Lo siento,padon,Entschuldigung,Désolé,asf,joesonghabnida,izvini
sort,clasificar,sòt,Sortieren,trier,nawe,jonglyu,Sortirovat'
soul,alma,nanm,Seele,âme,ruh,yeonghon,dusha
sound,sonido,son,Klang,son,sawt,soli,zvuk
soup,sopa,soup,Suppe,soupe,hisa'an,gug,sup
source,fuente,sous,Quelle,source,masdar,woncheon,istochnik
south,sur,sid,Süd,sud,janub,namjjog,yug
southern,del Sur,sid,Süd-,du sud,janubiun,nambu jibang satuli,yuzhnyy
Soviet,Soviético,Sovyetik,Sowjetisch,soviétique,alsuwfyitiu,yes solyeon,Sovetskiy
space,espacio,espas,Raum,espace,fada',gong-gan,kosmos
Spanish,Español,Panyòl,Spanisch,Espagnol,al'asbania,seupein-ui,ispanskiy
speak,hablar,pale,sprechen,parler,yatakalam,malhada,govorit'
speaker,vocero,oratè,Lautsprecher,conférencier,mukabir alsawt,seupikeo,orator
special,especial,espesyal,besonders,spécial,khasun,teugbyeolhan,osobennyy
specialist,especialista,espesyalis,Spezialist,spécialiste,mutakhasis,jeonmunga,spetsialist
species,especies,espès yo,Spezies,espèces,sinf,jong,raznovidnost'
specific,específico,espesifik,Spezifisch,spécifique,muhadad,teugjeonghan,spetsificheskiy
specifically,específicamente,espesyalman,speziell,spécifiquement,khasatan,guchejeog-eulo,konkretno
speech,discurso,diskou,Rede,discours,khitab,yeonseol,rech'
speed,velocidad,vitès,Geschwindigkeit,vitesse,surea,sogdo,skorost'
spend,gastar,depanse,ausgeben,dépenser,yunfiq,gyeongbi,tratit'
spending,gasto,depans,Ausgaben,dépenses,al'iinfaq,jichul,raskhody
spin,girar,vire,drehen,rotation,yilufu,hoejeon,vrashchat'sya
spirit,espíritu,lespri,Geist,esprit,ruh,yeonghon,dukh
spiritual,espiritual,espirityèl,spirituell,spirituel,ruhi,yeongjeog-in,dukhovnyy
split,dividir,fann,Teilt,diviser,yanqasim,nanwida,raskolot'
spokesman,portavoz,pòtpawòl,Sprecher,porte-parole,almutahadith biasm,daebyeon-in,predstavitel'
sport,deporte,espò,Sport,sport,riada,seupocheu,sport
spot,lugar,plas,Stelle,place,buqea,jeom,mesto
spread,desparramar,gaye,verbreiten,propagé,alaintishar,hwagsan,rasprostraneniye
spring,primavera,prentan,Frühling,printemps,rabie,bom,vesna
square,cuadrado,kare,Quadrat,carré,murabae,jeongsagaghyeong,kvadrat
squeeze,estrujar,peze,quetschen,presser,yaesar,jjanaeda,szhimat'
stability,estabilidad,estabilite,Stabilität,la stabilité,aistiqrar,anjeong,stabil'nost'
stable,estable,ki estab,stabil,écurie,mustaqirun,anjeongjeog-in,stabil'nyy
staff,personal,anplwaye yo,Personal,personnel,taqim eamal,jig-won,personal
stage,escenario,etap,Bühne,scène,minasa,dangye,etap
stair,escalera,eskalye,Treppe,escalier,salam,gyedan,lestnitsa
stake,apostar,poto,Einsatz,miser,hisa,malttug,stavka
stand,pararse,kanpe,Stand,rester,yaqif,seoda,stoyat'
standard,estándar,estanda,Standard,standard,mieyar,gijun,standartnyy
standing,de pie,kanpe,Stehen,debout,waqfaan,seo issneun,stoya
star,estrella,zetwal,Stern,étoile,najma,byeol,zvezda
stare,mirar fijamente,fikse,starren,regard,altahdiq,eungsi,glazet'
start,comenzar,kòmanse,Start,commencer,yabda,sijag,nachinat'
state,estado,eta,Zustand,État,wilaya,sangtae,sostoyaniye
statement,declaración,deklarasyon,Stellungnahme,déclaration,iifada,seongmyeong,zayavleniye
station,estación,estasyon,Bahnhof,gare,mahata,yeog,stantsiya
statistics,Estadísticas,estatistik,Statistiken,statistiques,iihsayiyaat,tong-gye,statistika
status,estado,estati,Status,statut,hala,sangtae,polozheniye del
stay,permanecer,rete,bleiben,rester,yaqdi,meomuleuda,ostavat'sya
steady,estable,fiks,stetig,constant,thabit,kkujunhan,ustoychivyy
steal,robar,vòlè,stehlen,voler,yasriq,humchida,vorovat'
steel,acero,asye,Stahl,acier,fulaadh,gangcheol,stal'
step,paso,etap,Schritt,étape,khutwa,dangye,shag
stick,palo,baton,Stock,bâton,yalzaq,magdae,palka
still,aún,toujou,Trotzdem,toujours,ma zal,ajig,vse yeshche
stir,remover,brase,Aufsehen,remuer,aithara,jeosda,pomeshivat'
stock,existencias,stock,Aktie,action,makhzun,jaego,zapas
stomach,estómago,lestomak,Magen,estomac,mueida,wi,zheludok
stone,piedra,wòch,Stein,pierre,hajar,gyeolseog,kamen'
stop,detener,sispann,stoppen,arrêt,qf,meomchuda,ostanavlivat'sya
storage,almacenamiento,depo,Lagerung,stockage,takhzin,jeojang,khranilishche
store,almacenar,magazen,speichern,magasin,mahala,gage,magazin
storm,tormenta,tanpèt,Sturm,tempête,easifatan,pogpung,burya
story,historia,istwa,Geschichte,histoire,qisa,iyagi,istoriya
straight,derecho,dwat,gerade,droit,mustaqim,ttogbalo,pryamoy
strange,extraño,etranj,seltsam,étrange,gharib,isanghan,strannyy
stranger,extraño,etranje,Fremder,étranger,shakhs gharib,nachseon salam,neznakomets
strategic,estratégico,estratejik,strategisch,stratégique,astiratiji,jeonlyagjeog,strategicheskiy
strategy,estrategia,estrateji,Strategie,stratégie,iistiratijia,jeonlyag,strategiya
stream,arroyo,kouran,Strom,flux,tadafuq,gaeul,translirovat'
street,calle,lari,Straße,rue,sharie,geoli,ulitsa
strength,fortaleza,fòs,Stärke,force,qua,him,sila
strengthen,fortalecer,ranfòse,stärken,renforcer,taeziz - yuqawiy,ganghage hada,ukreplyat'
stress,estrés,estrès,Stress,stresser,daght,seuteuleseu,stress
stretch,estirar,detire,strecken,extensible,tamtadu,ppeodgi,potyagivat'sya
strike,huelga,grèv,schlagen,grève,yudrab,seuteulaikeu,udaryat'
string,cadena,fisèl,Zeichenfolge,chaîne,khayt,kkeun,nit'
strip,banda,retire rad sou ou,Streifen,bande,yujarad,jogag,poloska
stroke,ataque,konjesyon serebral,Schlaganfall,accident vasculaire cérébral,saktat dimaghia,noejoljung,gladit'
strong,fuerte,fò,stark,fort,qawiun,ganghan,sil'nyy
strongly,fuertemente,fòtman,stark,fortement,biqua,ganghage,sil'no
structure,estructura,estrikti,Struktur,structure,bina',gujo,sostav
struggle,lucha,lite,Kampf,lutte,kifah,gosimhada,bor'ba
student,alumno,etidyan,Student,étudiant,talib,hagsaeng,student
studio,estudio,estidyo,Studio,studio,studio,sajingwan,studiya
study,estudiar,etid,Studie,étude,yudhakir,gongbuhada,izuchat'
stuff,cosa,bagay,Sachen,truc,ashya',mulgeon,veshchi
stupid,estúpido,estipid,dumm,stupide,ghabiun,meongcheonghan,glupyy
style,estilo,style,Stil,style,uslub,seutail,stil'
subject,sujeto,sijè,Thema,sujet,mawdue,juje,predmet
submit,entregar,soumèt,einreichen,soumettre,yuqddim,jechulhada,predstavlyat' na rassmotreniye
subsequent,subsecuente,ki vin apre,anschließend,subséquent,tali,husog,posleduyushchiy
substance,sustancia,sibstans,Substanz,substance,mada,muljil,veshchestvo
substantial,sustancial,sibstansyèl,erheblich,substantiel,jawhari,sangdanghan,sushchestvennyy
succeed,tener éxito,reyisi,gelingen,réussir,yanjah,seong-gonghada,preuspevat'
success,éxito,siksè,Erfolg,succès,najah,seong-gong,uspekh
successful,exitoso,siksè,erfolgreich,réussi,najih,seong-gongjeog-in,uspeshnyy
successfully,exitosamente,avèk siksè,erfolgreich,avec succès,binajah,seong-gongjeog-eulo,uspeshno
such,semejante,sa yo,solch,tel,hadhih,geuleon,takoy
sudden,repentino,toudenkou,plötzlich,soudain,mufaji,gabjagi,vnezapnyy
suddenly,de repente,toudenkou,plötzlich,soudainement,faj'atan,gabjagi,vnezapno
sue,demandar,lajistis,verklagen,poursuivre en justice,qadaa,gosohada,S'yu
suffer,sufrir,soufri,leiden,souffrir,yueani,sidallida,stradat'
sufficient,suficiente,ase,ausreichend,suffisant,kaf,chungbunhan,dostatochnyy
sugar,azúcar,sik,Zucker,sucre,sukar,seoltang,sakhar
suggest,sugerir,sijere,vorschlagen,suggérer,yaqtarih,jeanhada,predlagat'
suggestion,sugerencia,sijesyon,Anregung,suggestion,aiqtirah,jean,predpolozheniye
suicide,suicidio,swisid,Selbstmord,suicide,aintihar,jasal,samoubiystvo
suit,traje,kostim,Anzug,costume,badla,jeongjang,podkhodit'
summer,verano,ete,Sommer,été,sayf,yeoleum,leto
summit,cumbre,somè,Gipfel,sommet,qima,jeongsang hoedam,sammit
sun,sol,solèy,Sonne,soleil,shams,hae,solntse
super,súper,super,super,super,mumtaz,gamdogja,super
supply,suministrar,rezèv,liefern,fournir,iimdad,gong-geub,postavlyat'
support,apoyo,sipò,Unterstützung,soutien,yadeam,jiwonhada,podderzhivat'
supporter,seguidor,sipòtè,Fan,Supporter,"muayida, mushajieun, daeim",seopoteo,storonnik
suppose,suponer,sipoze,vermuten,supposer,yuftarad,gajeonghada,predpolagat'
supposed,supuesto,sipoze,angeblich,censé,muftarid,chujeongdoen,predpolagayemyy
Supreme,Supremo,Siprèm,Höchste,Suprême,aelaa fayiq,syupeulim,Verkhovnyy
sure,seguro,asire w,Sicher,bien sûr,bialtaakid,hwagsinhaneun,konechno
surely,seguramente,siman,sicherlich,sûrement,bialtaakid,hwagsilhi,konechno
surface,superficie,sifas,Oberfläche,surface,sath,pyomyeon,poverkhnost'
surgery,cirugía,operasyon,Operation,chirurgie,jiraha,susul,operatsiya
surprise,sorpresa,sipriz,Überraschung,surprendre,mufaja'a,nollada,syurpriz
surprised,sorprendido,sezi,überrascht,surpris,mutafaji,nollan,udivlen
surprising,sorprendente,etone,überraschend,surprenant,mufaji,nollaun,udivitel'no
surprisingly,asombrosamente,etonan,überraschenderweise,étonnamment,bishakl mudhish,nollabgedo,kak ni stranno
surround,rodear,antoure,umgeben,entourer,tuhit,dulleo ssada,okruzhat'
survey,encuesta,sondaj,Umfrage,enquête,astitlae,josa,opros
survival,supervivencia,siviv,Überleben,survie,naja,hwalchag,vyzhivaniye
survive,sobrevivir,siviv,überleben,survivre,yanju,saengjonhada,vyzhivat'
survivor,sobreviviente,sivivan,Überlebende,survivant,alnaaji,sal-anam-eun salam,vyzhivshiy
suspect,sospechar,sispèk,verdächtig,suspect,yushtabih,uisimhada,podozrevat'
sustain,sostener,soutni,aufrechterhalten,soutenir,hafaz ealaa,jisogsikida,podderzhivat'
swear,jurar,fè sèman,schwören,jurer,yuqsm,yog-eul hada,rugat'sya
sweep,barrer,bale,fegen,balayer,masah,seuwipeu,mesti
sweet,dulce,dous,süß,doux,hulw,dalkomhan,sladkiy
swim,nadar,naje,schwimmen,nager,alsibaha,suyeong,plavat'
swing,balancearse,balanse,schwingen,balançoire,yata'arjah,geune,kachat'
switch,cambiar,chanje,schalten,changer,yuhwwl,seuwichi,vyklyuchatel'
symbol,símbolo,senbòl,Symbol,symbole,ramz,sangjing,simvol
symptom,síntoma,sentòm,Symptom,symptôme,ealamat murad,jinghu,simptom
system,sistema,sistèm,System,système,nizam,chegye,sistema
table,mesa,tab,Tisch,tableau,tawila,teibeul,stol
tablespoon,cucharada,gwo kiyè,Esslöffel,cuillerée à soupe,mileaqat taeam,keun seupun,stolovaya lozhka
tactic,táctica,taktik,Taktik,tactique,taktik,sulchaeg,taktika
tail,cola,ke,Schwanz,queue,dhayl,kkoli,khvost
take,llevar,pran,nehmen,prendre,yakhudh,gajyeogada,brat'
tale,cuento,istwa,Geschichte,conte,hikaya,iyagi,skazka
talent,talento,talan,Talent,Talent,almawahib,jaeneung,talant
talk,hablar,pale,sprechen,parler,yatahadath,malhada,razgovarivat'
tall,alto,wo,groß,grand,tawil,kiga keun,vysokiy
tank,tanque,tank,Panzer,réservoir,khazaan,taengkeu,bak
tap,grifo,tiyo,klopfen,robinet,muqbid,sudokkogji,kran
tape,cinta,kasèt,Band,ruban adhésif,alsharit,julja,lenta
target,objetivo,sib,Ziel,cible,hadaf,pyojeog,tsel'
task,tarea,travay,Aufgabe,tâche,muhima,il,zadacha
taste,gusto,gou,schmecken,goût,dhawq,mas,vkus
tax,impuesto,taks,Steuer,impôt,dariba,se,nalog
taxpayer,contribuyente,kontribyab,Steuerzahler,contribuable,dafiei aldarayib,nabseja,nalogoplatel'shchik
tea,té,te,Tee,thé,shay,cha,chay
teach,enseñar,anseye,unterrichten,enseigner,yaelam,galeuchida,uchat
teacher,maestro,pwofesè,Lehrer,professeur,mudaris,seonsaengnim,uchitel'
teaching,enseñando,ansèyman,Lehren,enseignement,taelim,galeuchineun,prepodavaniye
team,equipo,ekip,Team,équipe,fariq,tim,komanda
tear,lágrima,dechire,Träne,larme,yunqttie,nunmul,rvat'
teaspoon,cucharilla,ti kiyè,Teelöffel,cuillère à café,mileaqat saghira,tiseupun,chaynaya lozhka
technical,técnico,teknik,technisch,technique,aistilahi,in-wijeog-in,tekhnicheskiy
